run_name,epoch,global_step,train_loss,val_loss_letter,val_mc_accuracy,val_mc_nll,lr,trainable_params,lora_r,context_mode
qlora_q,1,39,1.0946249235481311,1.9783913343007329,0.5324427480916031,0.9294695858736984,9.371733080722911e-05,4161536,16,q_choices
qlora_q,2,78,0.7718620493864323,1.3934021983437865,0.6040076335877863,0.8807224747333818,6.971779275566593e-05,4161536,16,q_choices
qlora_q,3,117,0.663315810574596,1.5459559998894465,0.6125954198473282,0.9281059661098109,3.746737338706397e-05,4161536,16,q_choices
qlora_q,4,156,0.5813925689343854,1.4493971685416827,0.6192748091603053,0.87985808464862,1.046121315311508e-05,4161536,16,q_choices
qlora_q,5,195,0.5503262498946052,1.4263103929639773,0.6164122137404581,0.8822259201120785,0.0,4161536,16,q_choices
qlora_q_hint,1,39,0.9777665247487869,1.4919229299967525,0.5648854961832062,0.8863246536436882,9.371733080722911e-05,4161536,16,q_hint
qlora_q_hint,2,78,0.7008327301292174,0.9410122528330971,0.6164122137404581,0.8552233160452078,6.971779275566593e-05,4161536,16,q_hint
qlora_q_hint,3,117,0.6169038163408206,0.9061112983991172,0.6374045801526718,0.7683589981712458,3.746737338706397e-05,4161536,16,q_hint
qlora_q_hint,4,156,0.5140249813484609,0.8980019897905015,0.6622137404580153,0.8048093149452719,1.046121315311508e-05,4161536,16,q_hint
qlora_q_hint,5,195,0.5127993181012451,0.8964747720547305,0.6574427480916031,0.8036433052243167,0.0,4161536,16,q_hint
qlora_q_hint_lecture,1,39,0.9263350806435589,1.317259084859877,0.6154580152671756,0.825802710220104,9.371733080722911e-05,4161536,16,q_hint_lecture
qlora_q_hint_lecture,2,78,0.7027499016458199,1.1314441937071678,0.6412213740458015,0.7460073171226123,6.971779275566593e-05,4161536,16,q_hint_lecture
qlora_q_hint_lecture,3,117,0.5621434598682011,0.9997200716770333,0.6688931297709924,0.7265140661074005,3.746737338706397e-05,4161536,16,q_hint_lecture
qlora_q_hint_lecture,4,156,0.4892375507538725,0.8938503829293124,0.6812977099236641,0.7199234608134241,1.046121315311508e-05,4161536,16,q_hint_lecture
qlora_q_hint_lecture,5,195,0.5198401080210876,0.9013389689094238,0.6860687022900763,0.7178495379577157,0.0,4161536,16,q_hint_lecture
